Gejala,Penyakit,Label
"diare, nyeri meningkat atau semakin parah saat berjalan, meriang, mual muntah, diare, nyeri perut kanan bawah, nyeri tengah perut atau ulu hati yang hilang timbul, sulit sendawa atau bersendawa",Usus Buntu,1
"nyeri ulu hati, nyeri di perut bagian atas, perut terasa begah setelah makan, mual muntah, perut kembung, sering kentut, sering bersendawa atau sendawa",Maag,9
"feses atau tinja kering, perut terasa sesak dan penuh, jarang buang air besar, tinja berdarah, nyeri perut, feses atau tinja keras",Konstipasi,6
"sulit buang air besar, nyeri perut, perut terasa sesak dan penuh, jarang buang air besar, feses atau tinja keras, tinja berdarah",Konstipasi,6
"anemia, diare, kejang, sakit perut",Celiac,10
"feses pucat, urine gelap, kulit kuning, mata kuning, flu",Hepatitis,8
"mata kuning, demam, nyeri perut, mudah lelah, feses pucat",Hepatitis,8
"benjolan atau bengkak di sekitar atau dekat anus, feses berdarah, anus gatal",Ambeien,5
"gejala memburuk saat makan,  tidak nafsu makan, gejala hilang timbul selama beberapa minggu, mual muntah, nyeri ulu hati, gejala maag yang hilang timbul selama beberapa hari, muntah darah",Tukak lambung,7
"nyeri di bawah tulang dada, mual muntah, nyeri perut kanan atas, urine gelap",Batu Empedu,4
"tinja berdarah, nyeri perut, sulit buang air besar, feses atau tinja keras, jarang buang air besar, feses atau tinja kering",Konstipasi,6
"BAB berkali-kali, perut kembung, tinja encer, feses keluar terus-menerus, sering buang air besar, feses berdarah, lemas, sulit menahan buang air besar",Diare,13
"perut kembung, sering buang air besar, BAB lebih dari 3 kali dalam sehari, feses keluar terus-menerus, jarang kencing, sulit menahan buang air besar, feses cair, feses berdarah",Diare,13
"perut terasa begah setelah makan, nyeri di perut bagian atas, nyeri ulu hati, sering kentut, perut kembung, perut terasa penuh ketika makan, mual muntah",Maag,9
"urine gelap, mudah lelah, mata kuning, feses pucat, berat badan turun, mual muntah, lemas",Hepatitis,8
"mudah lelah, feses atau tinja berwarna hijau, keringat berlebih atau banyak berkeringat, sembelit",Tipes,2
"gejala muncul setelah makan, heartburn, sulit menelan, lidah putih, lemas, mual muntah, gejala memburuk di malam hari",GERD,11
"perut kembung, BAB lebih dari 3 kali dalam sehari, dehidrasi, sulit menahan buang air besar, pusing, jarang kencing, lemas, tinja encer",Diare,13
"gejala memburuk saat makan,  sering sendawa atau bersendawa, perut kembung",Tukak lambung,7
"perut terasa sesak dan penuh, tinja berdarah, feses atau tinja keras, jarang buang air besar",Konstipasi,6
"gejala memburuk saat makan,  tidak nafsu makan, gejala hilang timbul selama beberapa minggu, mual muntah, nyeri ulu hati",Tukak lambung,7
"nyeri ulu hati, nyeri di perut bagian atas, perut terasa begah setelah makan, mual muntah",Maag,9
"perut terasa begah setelah makan, nyeri ulu hati, perut kembung, sering kentut, perut terasa penuh ketika makan, sering bersendawa atau sendawa, nyeri di perut bagian atas",Maag,9
"anus nyeri, feses berdarah, benjolan atau bengkak di sekitar atau dekat anus, nyeri saat mengejan",Ambeien,5
"mata kuning, tinja pucat, mual muntah",Batu Empedu,4
"kram perut, mual muntah, diare berair atau lendir, diare berdarah",Disentri,0
"gejala hilang timbul, sembelit, sering kentut",Irritable Bowel Syndrome (IBS),12
"nyeri sendi, sakit perut, diare",Celiac,10
"nyeri saat mengejan, anus gatal, anus nyeri, feses berdarah",Ambeien,5
"selera makan berubah,  tidak nafsu makan, perut kembung,  sering sendawa atau bersendawa, sensasi dada terbakar",Tukak lambung,7
"perut kembung atau begah, feses berdarah atau berlendir, anus berdarah, nyeri perut",Inflammatory Bowel Disease (IBD),3
"sakit perut setelah buang air besar, feses berair, feses berlendir",Irritable Bowel Syndrome (IBS),12
"mual muntah, perut kembung, sakit perut, pusing",Celiac,10
"sulit buang air besar, tinja berdarah, feses atau tinja keras, feses atau tinja kering, nyeri perut, jarang buang air besar",Konstipasi,6
"demam, berat badan turun drastis, diare disertai darah, nafsu makan turun, mudah lelah, anus berdarah",Inflammatory Bowel Disease (IBD),3
"menggigil, diare, feses atau tinja berwarna hijau, nyeri atau sakit kepala, lemas, pusing, batuk kering, demam tinggi",Tipes,2
"urine gelap, mata kuning, lemas, mudah lelah, nafsu makan turun, flu, demam, kulit kuning",Hepatitis,8
"hilang selera makan, menggigil, nyeri atau sakit kepala, nyeri perut, feses atau tinja berwarna hijau, nyeri sendi dan otot, demam tinggi, mual muntah",Tipes,2
"lemas, berat badan turun, kulit kuning, nafsu makan turun, mudah lelah, urine gelap",Hepatitis,8
"diare berdarah, kram perut, mual muntah, diare berair atau lendir",Disentri,0
"feses cair, jarang kencing, BAB berkali-kali, feses berdarah, tinja encer, dehidrasi",Diare,13
"demam, sulit sendawa atau bersendawa, diare",Usus Buntu,1
"jarang buang air besar, feses atau tinja kering, nyeri perut, sulit buang air besar",Konstipasi,6
"tinja berdarah, sulit buang air besar, jarang buang air besar, nyeri perut",Konstipasi,6
"anus gatal, feses berdarah, benjolan atau bengkak di sekitar atau dekat anus, nyeri saat mengejan",Ambeien,5
"berat badan turun, nafsu makan turun, kulit kuning, lemas",Hepatitis,8
"penyakit kuning, nafsu makan turun, nyeri di bawah tulang dada, mata kuning, demam, urine gelap",Batu Empedu,4
"lemas, gejala memburuk di malam hari, jantung berdebar, kliyengan, pusing, bau mulut",GERD,11
"nyeri perut, perut kembung atau begah, berat badan turun drastis, mudah lelah",Inflammatory Bowel Disease (IBD),3
"batuk kering, hilang selera makan, lemas, feses atau tinja berwarna hijau, dehidrasi, demam tinggi, menggigil",Tipes,2
"mual muntah, nyeri perut kanan bawah, sulit sendawa atau bersendawa",Usus Buntu,1
"mata kuning, nyeri perut kanan atas, nyeri di bawah tulang dada, urine gelap, mual muntah, demam, kulit kuning",Batu Empedu,4
"sakit tenggorokan, rasa panas pada tenggorokan, lidah putih, lemas, berasa angin di dada, nyeri dada, mulut terasa asam atau pahit, perut terasa begah",GERD,11
"feses berlendir, perut kembung, sakit perut setelah buang air besar",Irritable Bowel Syndrome (IBS),12
"feses berlendir, nyeri perut, diare, gejala hilang timbul, perut kembung, feses berair, sembelit",Irritable Bowel Syndrome (IBS),12
"lemas, BAB berkali-kali, feses berdarah, dehidrasi, feses keluar terus-menerus",Diare,13
"sulit menelan, pusing, nyeri ulu hati, batuk, kliyengan, heartburn, jantung berdebar",GERD,11
"kentut berlebihan, sakit perut setelah buang air besar, sering kentut, tekstur feses atau tinja tidak menentu",Irritable Bowel Syndrome (IBS),12
"demam, kram perut, diare berair atau lendir, mual muntah",Disentri,0
"anus gatal, nyeri saat mengejan, feses berdarah, benjolan atau bengkak di sekitar atau dekat anus",Ambeien,5
"kejang, diare, anemia",Celiac,10
"diare berdarah, mual muntah, demam, kram perut",Disentri,0
"perut begah, feses berminyak, feses pucat, ruam kulit, kejang",Celiac,10
"mual muntah, flu, kulit kuning, berat badan turun, demam, urine gelap",Hepatitis,8
"BAB berkali-kali, feses cair, BAB lebih dari 3 kali dalam sehari, dehidrasi",Diare,13
"perut terasa penuh ketika makan, perut kembung, sering bersendawa atau sendawa, nyeri di perut bagian atas, nyeri ulu hati",Maag,9
"feses berlendir, perut kembung, sakit perut setelah buang air besar, kram perut, tekstur feses atau tinja tidak menentu, sembelit",Irritable Bowel Syndrome (IBS),12
"kram perut, diare, sering kentut, sulit menahan buang air besar, sakit perut setelah buang air besar, nyeri perut, kentut berlebihan",Irritable Bowel Syndrome (IBS),12
"feses berlendir, nyeri perut, feses berair, sulit menahan buang air besar, gejala hilang timbul, kentut berlebihan, tekstur feses atau tinja tidak menentu",Irritable Bowel Syndrome (IBS),12
"mudah lelah, nafsu makan turun, feses berdarah atau berlendir, diare disertai darah, perut kembung atau begah",Inflammatory Bowel Disease (IBD),3
"gejala makin parah saat perut kosong atau belum makan, muntah darah, gejala memburuk saat makan, sensasi dada terbakar, mual muntah",Tukak lambung,7
"nyeri saat mengejan, anus gatal, benjolan atau bengkak di sekitar atau dekat anus, anus nyeri",Ambeien,5
"nyeri perut, feses atau tinja berwarna hijau, diare, mudah lelah, mual muntah",Tipes,2
"diare berair atau lendir, kram perut, diare berdarah, demam",Disentri,0
"gejala hilang timbul selama beberapa minggu, gejala makin parah saat perut kosong atau belum makan, gejala maag yang hilang timbul selama beberapa hari, muntah darah, selera makan berubah",Tukak lambung,7
"kejang, feses pucat, ruam kulit, perut begah, pusing",Celiac,10
"kliyengan, gejala memburuk di malam hari, berasa angin di dada",GERD,11
"gejala hilang timbul, sembelit, sering kentut, sulit menahan buang air besar",Irritable Bowel Syndrome (IBS),12
"perut kembung, nyeri di perut bagian atas, perut terasa begah setelah makan, nyeri ulu hati, sering bersendawa atau sendawa, sering kentut, mual muntah",Maag,9
"BAB lebih dari 3 kali dalam sehari, sulit menahan buang air besar, sering buang air besar, dehidrasi",Diare,13
"jarang buang air besar, feses atau tinja kering, nyeri perut, perut terasa sesak dan penuh, sulit buang air besar, tinja berdarah",Konstipasi,6
"demam, kram perut, diare berair atau lendir, mual muntah",Disentri,0
"meriang, sulit kentut, nyeri tengah perut atau ulu hati yang hilang timbul",Usus Buntu,1
"heartburn, perut terasa begah, gejala muncul setelah makan, batuk, nyeri ulu hati",GERD,11
"feses berlendir, nyeri perut, diare",Irritable Bowel Syndrome (IBS),12
"perut kembung, nyeri dada, mulut terasa asam atau pahit, mual muntah, berasa angin di dada, gejala muncul setelah makan",GERD,11
"feses atau tinja berbau busuk, kejang, feses berminyak, nafsu makan turun",Celiac,10
"nyeri sendi, feses berminyak, mudah lelah",Celiac,10
"sulit kentut, meriang, diare, mual muntah, sulit sendawa atau bersendawa, nyeri tengah perut atau ulu hati yang hilang timbul, nyeri meningkat ketika perut kanan bawah ditekan, diare",Usus Buntu,1
"mata kuning, tinja pucat, mual muntah, urine gelap, demam, nyeri di tengah perut, nyeri perut kanan atas, kulit kuning",Batu Empedu,4
"nyeri ulu hati, perut terasa penuh ketika makan, sering kentut, mual muntah, perut kembung",Maag,9
"nyeri perut, feses atau tinja keras, feses atau tinja kering, tinja berdarah, perut terasa sesak dan penuh, jarang buang air besar",Konstipasi,6
"feses berdarah, jarang kencing, feses cair, BAB lebih dari 3 kali dalam sehari, sering buang air besar, BAB berkali-kali",Diare,13
"lemas, menggigil, sembelit, pusing, diare, nyeri sendi dan otot",Tipes,2
"lemas, sensasi dada terbakar,  tidak nafsu makan, perut kembung, selera makan berubah,  sering sendawa atau bersendawa, gejala hilang timbul selama beberapa minggu, muntah darah",Tukak lambung,7
"sering bersendawa atau sendawa, sering kentut, mual muntah, nyeri ulu hati, perut kembung, perut terasa penuh ketika makan, perut terasa begah setelah makan",Maag,9
"feses berdarah, anus nyeri, anus gatal, nyeri saat mengejan",Ambeien,5
"gejala makin parah saat perut kosong atau belum makan, nyeri ulu hati, gejala maag yang hilang timbul selama beberapa hari",Tukak lambung,7
"berat badan turun drastis, feses berdarah atau berlendir, anus berdarah",Inflammatory Bowel Disease (IBD),3
"nyeri perut, diare, gejala hilang timbul, feses berair, kentut berlebihan, sering kentut",Irritable Bowel Syndrome (IBS),12
"perut kembung, gejala memburuk saat makan, gejala makin parah saat perut kosong atau belum makan",Tukak lambung,7
"penyakit kuning, nafsu makan turun, nyeri perut kanan atas, kulit gatal",Batu Empedu,4
"sering kentut, perut kembung, nyeri di perut bagian atas, perut terasa begah setelah makan, perut terasa penuh ketika makan",Maag,9
"diare, mual muntah, sembelit",Usus Buntu,1
"nyeri perut kanan atas, urine gelap, nyeri di tengah perut, demam, kulit gatal, nafsu makan turun, kulit kuning",Batu Empedu,4
"sering bersendawa atau sendawa, perut kembung, sering kentut, nyeri di perut bagian atas, perut terasa penuh ketika makan, mual muntah, perut terasa begah setelah makan",Maag,9
"feses atau tinja keras, sulit buang air besar, feses atau tinja kering, nyeri perut, perut terasa sesak dan penuh, jarang buang air besar",Konstipasi,6
"perut kembung, sensasi dada terbakar, sesak napas, lemas",Tukak lambung,7
"diare berair atau lendir, kram perut, diare berdarah, demam",Disentri,0
"diare, nyeri tengah perut atau ulu hati yang hilang timbul, nyeri meningkat atau semakin parah saat berjalan, demam",Usus Buntu,1
"mual muntah, nyeri tengah perut atau ulu hati yang hilang timbul, diare, sulit sendawa atau bersendawa, meriang, demam, diare",Usus Buntu,1
"perut kembung, kejang, nyeri sendi, mudah lelah, kerusakan gigi, diare",Celiac,10
"perut kembung, sering buang air besar, BAB lebih dari 3 kali dalam sehari, feses keluar terus-menerus, jarang kencing, sulit menahan buang air besar",Diare,13
"jarang buang air besar, perut terasa sesak dan penuh, nyeri perut",Konstipasi,6
"nyeri saat mengejan, feses berdarah, benjolan atau bengkak di sekitar atau dekat anus",Ambeien,5
"diare berair atau lendir, kram perut, demam, mual muntah",Disentri,0
"diare, sulit sendawa atau bersendawa, sulit kentut, nyeri tengah perut atau ulu hati yang hilang timbul",Usus Buntu,1
"gejala makin parah saat perut kosong atau belum makan, lemas,  tidak nafsu makan, sensasi dada terbakar, sesak napas, gejala memburuk saat makan, muntah darah, mual muntah",Tukak lambung,7
"tinja pucat, mual muntah, mata kuning, demam, nyeri di bawah tulang dada, kulit gatal, nyeri di tengah perut",Batu Empedu,4
"anus gatal, feses berdarah, anus nyeri, nyeri saat mengejan",Ambeien,5
"nyeri ulu hati, lemas, gejala hilang timbul selama beberapa minggu, mual muntah, selera makan berubah,  sering sendawa atau bersendawa,  tidak nafsu makan",Tukak lambung,7
"perut terasa begah, sakit kepala, nyeri ulu hati, perut kembung, gejala memburuk di malam hari, mulut terasa asam atau pahit, berasa angin di dada",GERD,11
"feses atau tinja keras, jarang buang air besar, perut terasa sesak dan penuh, nyeri perut, sulit buang air besar",Konstipasi,6
"diare berdarah, demam, kram perut, mual muntah",Disentri,0
"kram perut, sering kentut, feses berlendir, tekstur feses atau tinja tidak menentu",Irritable Bowel Syndrome (IBS),12
"sembelit, kerusakan gigi, feses berminyak, diare, feses atau tinja berbau busuk, kejang, mati rasa pada kaki dan tangan, perut kembung",Celiac,10
"mual muntah, sulit menelan, sakit kepala, lemas",GERD,11
"berat badan turun, nyeri perut, flu, mudah lelah, mual muntah, mata kuning, demam",Hepatitis,8
"mual muntah, batuk kering, menggigil, lemas",Tipes,2
"selera makan berubah, gejala hilang timbul selama beberapa minggu, sensasi dada terbakar, gejala maag yang hilang timbul selama beberapa hari",Tukak lambung,7
"jarang kencing, feses cair, tinja encer, sering buang air besar, feses berdarah, pusing, sulit menahan buang air besar, dehidrasi",Diare,13
"selera makan berubah, gejala hilang timbul selama beberapa minggu, sensasi dada terbakar, gejala maag yang hilang timbul selama beberapa hari, lemas, gejala memburuk saat makan",Tukak lambung,7
"demam, sulit sendawa atau bersendawa, diare, nyeri meningkat atau semakin parah saat berjalan",Usus Buntu,1
"tekstur feses atau tinja tidak menentu, feses berlendir, nyeri perut, diare, perut kembung, kentut berlebihan, sembelit, kram perut",Irritable Bowel Syndrome (IBS),12
"mual muntah, diare, demam, sembelit",Usus Buntu,1
"perut kembung, kejang, nyeri sendi, mudah lelah",Celiac,10
"BAB berkali-kali, feses cair, BAB lebih dari 3 kali dalam sehari, dehidrasi, pusing",Diare,13
"nyeri perut, feses atau tinja keras, feses atau tinja kering, perut terasa sesak dan penuh, tinja berdarah",Konstipasi,6
"sembelit, kerusakan gigi, feses berminyak, diare, feses atau tinja berbau busuk, kejang",Celiac,10
"demam, berat badan turun drastis, diare disertai darah, nafsu makan turun",Inflammatory Bowel Disease (IBD),3
"nyeri perut, feses atau tinja keras, tinja berdarah, sulit buang air besar, perut terasa sesak dan penuh",Konstipasi,6
"perut kembung, sering bersendawa atau sendawa, sering kentut, perut terasa begah setelah makan, perut terasa penuh ketika makan",Maag,9
"demam, anus berdarah, nyeri perut, nafsu makan turun, diare disertai darah, feses berdarah atau berlendir, mudah lelah",Inflammatory Bowel Disease (IBD),3
"berat badan turun drastis, feses berdarah atau berlendir, anus berdarah, diare disertai darah, mudah lelah",Inflammatory Bowel Disease (IBD),3
